,filename,emotion,emotion_id,intensity_level,mode,coverage,n_correct_answers,accuracy
4665,A72_disa_v_3,disappointment,37,3,v,8,3,0.375
4674,A72_dou_p_2,doubt,3,2,p,8,3,0.375
4675,A72_dou_p_3,doubt,3,3,p,4,1,0.25
4676,A72_dou_v_2,doubt,3,2,v,4,3,0.75
4677,A72_dou_v_3,doubt,3,3,v,8,3,0.375
4698,A72_gra_p_2,gratitude,7,2,p,8,2,0.25
4699,A72_gra_p_3,gratitude,7,3,p,7,2,0.2857142857142857
4700,A72_gra_v_2,gratitude,7,2,v,8,1,0.125
4701,A72_gra_v_3,gratitude,7,3,v,8,3,0.375
4718,A72_int_p_2,interest_curiosity,29,2,p,4,1,0.25
4719,A72_int_p_3,interest_curiosity,29,3,p,7,2,0.2857142857142857
4720,A72_int_v_2,interest_curiosity,29,2,v,4,1,0.25
4721,A72_int_v_3,interest_curiosity,29,3,v,7,1,0.14285714285714285
4822,A91_bor_p_2,boredom,26,2,p,9,3,0.3333333333333333
4823,A91_bor_p_3,boredom,26,3,p,7,4,0.5714285714285714
4824,A91_bor_v_2,boredom,26,2,v,8,5,0.625
4825,A91_bor_v_3,boredom,26,3,v,6,3,0.5
4826,A91_conc_p_2,concentration,27,2,p,6,1,0.16666666666666666
4827,A91_conc_p_3,concentration,27,3,p,8,3,0.375
4828,A91_conc_v_2,concentration,27,2,v,8,3,0.375
4829,A91_conc_v_3,concentration,27,3,v,8,3,0.375
4830,A91_conf_p_2,confusion,1,2,p,5,2,0.4
4831,A91_conf_p_3,confusion,1,3,p,5,1,0.2
4832,A91_conf_v_2,confusion,1,2,v,8,1,0.125
4833,A91_conf_v_3,confusion,1,3,v,8,4,0.5
4838,A91_det_p_2,determination,2,2,p,5,3,0.6
4839,A91_det_p_3,determination,2,3,p,7,5,0.7142857142857143
4840,A91_det_v_2,determination,2,2,v,5,2,0.4
4841,A91_det_v_3,determination,2,3,v,6,3,0.5
4842,A91_disa_p_2,disappointment,37,2,p,8,6,0.75
4843,A91_disa_p_3,disappointment,37,3,p,8,3,0.375
4844,A91_disa_v_2,disappointment,37,2,v,7,2,0.2857142857142857
4845,A91_disa_v_3,disappointment,37,3,v,8,1,0.125
4854,A91_dou_p_2,doubt,3,2,p,8,4,0.5
4855,A91_dou_p_3,doubt,3,3,p,5,4,0.8
4856,A91_dou_v_2,doubt,3,2,v,8,2,0.25
4857,A91_dou_v_3,doubt,3,3,v,6,3,0.5
4878,A91_gra_p_2,gratitude,7,2,p,8,2,0.25
4879,A91_gra_p_3,gratitude,7,3,p,7,2,0.2857142857142857
4880,A91_gra_v_2,gratitude,7,2,v,5,5,1.0
4881,A91_gra_v_3,gratitude,7,3,v,6,4,0.6666666666666666
4898,A91_int_p_2,interest_curiosity,29,2,p,7,1,0.14285714285714285
4899,A91_int_p_3,interest_curiosity,29,3,p,9,4,0.4444444444444444
4900,A91_int_v_2,interest_curiosity,29,2,v,7,0,0.0
4901,A91_int_v_3,interest_curiosity,29,3,v,7,4,0.5714285714285714
